N,P,K,temperature,humidity,pH,rainfall,state,crop
72.0,52.0,24.0,21.69027362,78.88907093,5.40770918,297.74074562,Bihar,chickpea
71.0,41.0,39.0,24.75377518,58.34608757,6.71063175,223.3166179,Telangana,bottlegourd
77.0,51.0,39.0,26.40294098,57.4737728,7.74761861,86.27167761,Assam,wheat
91.0,49.0,31.0,22.9606959,59.88856543,6.080323,207.96872562,Bihar,chholia
69.0,37.0,26.0,24.11340766,84.35604521,6.47206323,176.21757485,Jharkhand,lime
66.0,51.0,36.0,20.90587268,75.91931672,7.7323319,295.65120266,West Bengal,parval
97.0,49.0,39.0,24.90108111,59.68619614,5.45767356,231.44970083,Maharashtra,bittergourd
96.0,39.0,22.0,22.50717691,73.96335459,5.07032894,229.58998528,Chhattisgarh,tomato
94.0,40.0,40.0,19.10467335,56.78995634,7.27119413,194.25307588,Maharashtra,longmelon
79.0,40.0,30.0,20.38187668,79.70343831,7.79265248,127.08121746,Haryana,drychillies
79.0,39.0,36.0,19.59542746,80.84743935,7.92264695,205.6698668,Tripura,bengalgram
98.0,56.0,31.0,18.23249819,67.40965937,5.36724939,170.8426647,Tamil Nadu,mungbean
65.0,57.0,40.0,18.23613926,65.0031332,7.64079838,228.11597181,Haryana,lime
89.0,57.0,37.0,19.72239977,57.26177053,7.1165023,223.82444541,Bihar,taramira
71.0,43.0,18.0,22.03055629,56.80676282,5.42321768,252.64307991,Himachal Pradesh,ginger
65.0,46.0,42.0,23.33614389,77.72479001,7.8763744,85.94298339,Meghalaya,greengram
70.0,39.0,37.0,21.86812205,59.52939729,6.84722792,154.59816762,Odisha,cabbage
67.0,56.0,41.0,20.52413365,66.02397266,5.04724323,172.70346623,West Bengal,mango
77.0,51.0,31.0,21.08466145,81.90037945,7.97165443,110.27785976,Nagaland,cowpea
85.0,45.0,21.0,25.87257439,84.55809013,5.33220087,177.48205739,Andhra Pradesh,ginger
97.0,54.0,39.0,22.35493092,59.58882305,6.69047425,245.10931125,Himachal Pradesh,paddy
64.0,49.0,42.0,24.60389715,70.72366429,6.45318916,224.38513851,Arunachal Pradesh,bajra
100.0,49.0,16.0,18.39371106,65.33682886,5.31497526,295.98073839,Odisha,tobacco
92.0,52.0,43.0,26.18996889,82.12229685,7.56068655,281.45031556,Uttarakhand,turnip
73.0,36.0,24.0,21.16759053,58.09444991,7.1981152,217.66582207,Andhra Pradesh,seam
70.0,60.0,40.0,24.95207599,66.66833687,5.13789663,203.86245272,Goa,guava
100.0,42.0,24.0,22.8738584,78.81248002,5.42883899,139.48034922,Rajasthan,frenchbeans
71.0,46.0,38.0,23.86725794,80.40284998,6.04336938,65.42928063,Odisha,copra
96.0,59.0,30.0,22.25894122,57.57501814,7.37164934,150.89910221,Madhya Pradesh,mustard
83.0,51.0,39.0,19.11256208,78.45082401,7.95150985,245.38094253,Meghalaya,tapioca
73.0,47.0,15.0,25.31207824,71.98477233,5.96194159,295.14500865,Arunachal Pradesh,horsegram
81.0,47.0,28.0,22.3510629,70.4139051,7.75591165,268.50712036,Haryana,coriander
68.0,37.0,30.0,26.2666711,68.81918264,6.41548931,165.50199013,Mizoram,longmelon
89.0,48.0,42.0,19.6841858,78.37765226,5.14733001,83.9360437,Bihar,mustardoil
62.0,54.0,30.0,24.00922572,62.88108552,5.06291884,189.9889565,Assam,fish
98.0,57.0,22.0,24.67724979,60.5480188,6.28179525,128.82128017,Telangana,maize
87.0,53.0,18.0,22.01966439,68.43775724,6.98796733,258.07726765,Goa,tomato
89.0,58.0,39.0,22.39830178,83.19759775,6.70269219,203.27942895,Jharkhand,rice
100.0,51.0,25.0,26.83880184,62.1794381,7.46677805,101.07073928,Odisha,potato
78.0,52.0,31.0,18.58857733,57.57113679,6.0189417,85.85763664,Jharkhand,apple
91.0,45.0,20.0,22.29145937,67.49375791,5.65000661,182.12381891,Kerala,amla
67.0,52.0,30.0,24.0539451,78.07521511,5.91581818,268.14565948,Uttar Pradesh,castorseed
87.0,47.0,16.0,18.18223869,78.50388008,5.92155232,236.65401722,Punjab,chillycapsicum
72.0,36.0,22.0,21.4724235,70.84745938,6.04636035,141.00866866,Himachal Pradesh,wheat
93.0,52.0,34.0,26.42774006,69.00492757,7.28850656,187.00641894,Uttar Pradesh,bengalgram
92.0,40.0,25.0,24.43692451,62.7375601,5.76590514,264.37733596,Bihar,littlegourd
61.0,38.0,24.0,20.97613506,65.65477197,6.66053338,133.72064916,Jharkhand,dusterbeans
78.0,41.0,24.0,19.33214272,79.34558565,6.43594185,221.82360514,Manipur,mungbean
69.0,46.0,42.0,24.08677462,61.31666005,5.25665042,119.20765517,Uttarakhand,pomegranate
76.0,59.0,21.0,23.16731005,62.32203019,7.569028,91.43014802,Chhattisgarh,capsicum
72.0,49.0,20.0,18.9538814,62.22311153,6.44842339,219.69930292,Assam,coconutoil
72.0,53.0,23.0,23.71193342,80.81743276,6.23348365,236.40047506,Telangana,pigeonpea
94.0,54.0,24.0,20.74123045,72.70239626,6.9680639,137.43997571,Assam,chickpea
64.0,54.0,24.0,23.37883531,78.15209014,5.67699953,257.10583541,Uttarakhand,thinai
96.0,51.0,40.0,18.14384309,80.48257483,7.52497606,269.09132647,Himachal Pradesh,amaranthus
96.0,46.0,24.0,20.20783391,80.6702166,5.653377,234.0113254,Telangana,betalleaves
71.0,51.0,36.0,18.00611058,61.38557018,7.64175231,103.33906242,Odisha,elephantyam
87.0,41.0,38.0,24.5803174,81.66359015,7.04537923,217.23567535,Tripura,coconutseed
85.0,35.0,21.0,22.5708211,74.17795303,5.0180966,229.3756622,Bihar,beans
79.0,40.0,17.0,25.88268711,58.51535458,6.42337597,216.6576744,Bihar,leafyvegetable
84.0,44.0,17.0,22.57862715,70.97505994,6.15695706,87.8149125,Assam,methileaves
66.0,55.0,38.0,23.73418518,62.92330716,7.35987529,221.66385563,Andhra Pradesh,greenpeas
76.0,42.0,43.0,23.45509654,66.50810739,7.71279319,67.7336324,Nagaland,cabbage
62.0,59.0,38.0,20.42328719,66.06750207,5.53570459,144.72188716,Assam,karamani
73.0,42.0,33.0,22.74169479,60.5656194,6.84074923,81.84651981,Chhattisgarh,snakeguard
61.0,36.0,44.0,18.08602333,62.22052693,7.698914,224.32293106,Odisha,soyabean
96.0,57.0,44.0,21.77378574,69.86535838,7.30965706,151.61983485,West Bengal,garlic
87.0,52.0,33.0,19.02949657,75.46527627,7.06116289,201.87570615,Uttar Pradesh,spongegourd
69.0,37.0,35.0,19.52853887,66.038616,7.41529336,275.4565716,Kerala,maidaatta
97.0,53.0,29.0,21.22755768,80.98666908,7.55951527,296.5040728,West Bengal,kinnow
63.0,35.0,29.0,20.82034256,70.66083891,6.43843766,70.51153115,Uttar Pradesh,guar
62.0,57.0,25.0,23.02289752,73.37434265,6.54770858,268.26843399,Uttar Pradesh,arecanut
92.0,40.0,24.0,23.92879556,83.05651719,5.73039456,125.4763724,Bihar,jute
93.0,57.0,20.0,21.75001561,81.15642136,6.86520656,169.92410799,Assam,mint
97.0,52.0,21.0,26.50533972,67.18403734,6.26764865,153.1746837,Haryana,turmeric
76.0,40.0,37.0,26.61378107,57.44819785,7.4963749,256.69171499,Sikkim,barley
87.0,57.0,21.0,24.43455533,82.27296803,6.22794229,249.2290796,Madhya Pradesh,peascod
67.0,40.0,29.0,25.52679671,61.32834672,5.65786491,255.37792942,Punjab,kinnow
84.0,37.0,29.0,23.79720434,72.44846961,7.77971488,177.49121838,Rajasthan,ashgourd
65.0,56.0,26.0,25.13749852,64.14224646,7.13399277,252.20008729,Chhattisgarh,wheatatta
66.0,50.0,45.0,20.16294506,72.96360748,5.83159589,243.84030214,Goa,peascod
60.0,50.0,37.0,22.13391001,65.16605551,5.85531484,184.4409112,Jharkhand,roundgourd
91.0,48.0,41.0,23.09086401,64.40218227,7.00290304,210.99605762,Haryana,thinai
66.0,58.0,22.0,18.96406904,83.2458983,5.80928489,67.48305689,Maharashtra,urddal
89.0,39.0,34.0,21.28033,84.94294515,7.56308052,74.74699792,Punjab,barley
100.0,40.0,42.0,25.24177961,74.58969878,6.97866036,214.47898739,Haryana,peascod
76.0,45.0,28.0,20.12051294,75.77398347,6.86604699,235.68584124,Odisha,peppergarbled
86.0,42.0,20.0,24.11349052,74.46313427,5.10183336,200.77994077,West Bengal,ashgourd
84.0,48.0,23.0,18.23520941,69.59012238,6.01364838,284.89701361,Odisha,coffee
77.0,41.0,35.0,24.20708789,81.6448881,6.38957748,269.70615651,Jharkhand,tomato
84.0,57.0,30.0,19.20372446,69.14632006,5.97256377,229.8105995,Sikkim,masurdal
93.0,53.0,34.0,18.06772637,77.52160196,6.10662071,168.03236036,Himachal Pradesh,parval
65.0,56.0,29.0,26.59007464,79.69876426,6.75550452,285.80758988,Karnataka,jaggery
69.0,36.0,27.0,22.79377398,71.90349414,6.63553529,69.84696294,West Bengal,sapota
76.0,47.0,44.0,23.86721049,65.27829483,7.33583236,250.35111828,Rajasthan,sweetpotato
88.0,42.0,43.0,23.53887227,67.78545796,6.05855903,127.24665863,Goa,pumpkin
70.0,46.0,16.0,23.4347776,75.33812845,7.8481215,228.20854008,Chhattisgarh,ginger
91.0,57.0,29.0,25.37790123,68.86970713,7.59616497,157.48744948,Maharashtra,brinjal
85.0,43.0,39.0,26.56337244,67.92287084,7.99389704,188.30717145,Haryana,moongdal
98.0,53.0,41.0,23.50464149,72.84287433,7.36854714,267.97901612,Haryana,ginger
61.0,40.0,42.0,25.58584715,63.49687373,7.53802942,228.04440773,Bihar,longmelon
69.0,58.0,27.0,21.85484368,58.29637839,5.67228332,116.22848222,Punjab,hybridcumbu
87.0,35.0,22.0,25.23290616,67.50725449,7.83597346,148.74614855,Sikkim,wood
85.0,49.0,22.0,25.44960187,80.84685009,5.58704737,128.85444549,Rajasthan,cucumber
61.0,40.0,31.0,26.62014137,75.253867,5.27418363,143.5068282,Telangana,chickpea
61.0,56.0,38.0,23.37752801,76.9778616,7.0699946,76.99845075,Kerala,moathdal
74.0,52.0,33.0,21.69926411,61.45959755,7.07730491,116.23578044,Haryana,potato
72.0,50.0,26.0,23.80600513,83.57465182,6.73632026,176.47596218,Assam,cucumber
69.0,45.0,23.0,21.53207963,68.13642592,6.44271891,283.30095575,West Bengal,clusterbeans
65.0,57.0,41.0,18.22016029,67.13135833,5.96979131,99.23852769,Tripura,grapes
99.0,50.0,25.0,26.84316587,77.80364381,7.46859555,212.81970744,Haryana,potato
81.0,50.0,42.0,18.61102534,76.95735003,6.72913181,236.43563949,Goa,greenonion
85.0,41.0,31.0,18.23064755,62.87113276,6.82871087,76.23078999,Meghalaya,mungbean
95.0,42.0,40.0,18.76831765,63.68270411,6.73507852,102.4058062,Nagaland,watermelon
97.0,40.0,42.0,18.14671838,58.36793599,5.96057005,121.89478444,Punjab,sapota
77.0,42.0,23.0,19.86718064,65.81620475,7.12325169,154.22781291,Tamil Nadu,greenavare
64.0,45.0,25.0,21.99890127,76.892407,5.22932223,266.88723172,Telangana,jowar
97.0,50.0,42.0,18.54881138,64.74739778,7.82103554,217.49082699,Sikkim,jaggery
64.0,44.0,26.0,24.49022,70.29484117,6.13194908,168.51977707,Manipur,mothbeans
92.0,36.0,33.0,25.12024927,70.9345657,6.70836032,232.09108599,Uttarakhand,coconut
93.0,44.0,15.0,19.01221196,59.4725111,7.60201169,140.61997457,Andhra Pradesh,clusterbeans
66.0,50.0,35.0,19.67953842,57.67393704,7.65962543,203.11901366,Rajasthan,turmeric
74.0,54.0,26.0,18.9607132,55.48970497,5.44660828,89.64424538,Punjab,coriander
68.0,37.0,34.0,21.71127481,57.59852717,6.29969949,175.04851246,Andhra Pradesh,coffee
99.0,47.0,23.0,24.48832086,68.75751853,6.8712917,245.48534643,Tripura,methileaves
85.0,55.0,31.0,19.71067655,62.97529981,7.86761453,136.28211823,Odisha,banana
85.0,52.0,19.0,24.01785245,61.45703055,7.80749107,270.21794068,Chhattisgarh,pineapple
95.0,37.0,42.0,26.02101029,77.33424308,6.88176018,234.52027244,Goa,spongegourd
94.0,48.0,16.0,22.29041661,71.36615447,5.37885097,272.78759585,Andhra Pradesh,cotton
60.0,50.0,35.0,22.26640961,77.00537675,5.87243,240.67227963,West Bengal,wheat
83.0,41.0,35.0,26.63127505,68.44485177,7.18248687,238.85797334,Tripura,mint
68.0,36.0,36.0,21.82824624,61.3923804,6.63635952,146.81573196,Meghalaya,mint
93.0,52.0,24.0,20.48503687,55.50729194,5.15333679,256.20160841,Arunachal Pradesh,grapes
78.0,56.0,26.0,26.2594561,70.18211971,7.3734667,63.75214578,Punjab,mushrooms
97.0,37.0,26.0,23.8585783,59.71404563,7.48325643,168.61310451,Jharkhand,drychillies
74.0,43.0,34.0,19.10943241,74.36529535,6.71092635,198.85442634,Chhattisgarh,capsicum
89.0,47.0,40.0,23.49224096,55.99182307,6.32138834,96.93636028,Jharkhand,chillycapsicum
83.0,35.0,22.0,21.24557314,75.78699661,7.87876121,243.86886292,Nagaland,coffee
66.0,48.0,35.0,23.50260394,70.3521305,7.39621611,230.61453858,Arunachal Pradesh,cucumber
96.0,39.0,41.0,19.7790724,83.21546001,6.10233731,288.34424919,Bihar,maize
69.0,57.0,43.0,21.82575103,60.79780322,5.46240947,62.07563356,Nagaland,greenbanana
62.0,59.0,25.0,24.70246861,70.5566773,5.97345503,247.53114154,Odisha,coconutoil
97.0,59.0,26.0,23.65775529,71.23350888,6.38371076,246.12201249,Assam,chanadal
84.0,51.0,41.0,22.1661152,62.52014229,7.20990097,264.8212796,Jharkhand,tomato
78.0,57.0,17.0,24.89671524,67.19815372,7.11555209,146.30096813,Sikkim,ragi
71.0,49.0,19.0,24.99830165,64.90636005,5.75724679,67.8921173,Haryana,elephantyam
96.0,52.0,38.0,20.24741724,71.1639602,5.59830397,275.3966491,Andhra Pradesh,jaggery
87.0,49.0,30.0,25.18820685,71.89100801,6.53982186,65.84346229,Karnataka,greenpeas
88.0,38.0,28.0,23.66896555,72.23147728,7.68900509,200.37918583,Nagaland,groundnutseed
80.0,46.0,42.0,24.52121933,63.92700755,6.10857053,94.78492377,Gujarat,rajgir
71.0,55.0,27.0,24.57636693,58.66539497,6.38407232,129.40085349,Madhya Pradesh,greenpeas
64.0,58.0,23.0,18.48111287,76.74957911,6.47446895,231.12753448,Uttarakhand,peppergarbled
92.0,49.0,25.0,20.52437227,71.03322653,6.56660147,277.58180259,Manipur,karamani
93.0,55.0,40.0,18.39179404,63.65247112,5.22631182,138.25373214,Haryana,greengram
89.0,52.0,17.0,22.07314696,59.87418248,5.01468501,82.46919673,Bihar,lentil
83.0,57.0,36.0,24.68424473,71.09126745,7.29522654,210.06577052,Nagaland,knoolkhol
74.0,54.0,29.0,20.6948708,55.51315703,5.98823287,117.68817723,Assam,chillycapsicum
83.0,59.0,44.0,18.38115414,69.05906209,5.47536868,228.55972714,Sikkim,castorseed
68.0,49.0,34.0,25.77071534,84.71512996,5.92075414,269.75992438,Manipur,amphophalus
77.0,46.0,23.0,25.22441166,72.48474357,6.38187331,263.80420104,Himachal Pradesh,tobacco
77.0,37.0,41.0,24.02538743,74.49369152,5.97850228,291.22243204,Rajasthan,blackpepper
86.0,56.0,28.0,23.49161836,64.4934957,7.25709915,269.72106844,Bihar,cumbu
65.0,37.0,30.0,18.78784498,81.08844774,7.58289925,88.92544491,Sikkim,spongegourd
79.0,57.0,37.0,21.84335494,66.45822723,7.64983311,91.40788746,Maharashtra,karamani
87.0,56.0,40.0,18.65306703,62.66696452,5.56695126,128.71430043,Uttar Pradesh,wood
85.0,39.0,30.0,25.19616147,79.21438986,7.02376446,239.21206678,Andhra Pradesh,blackpepper
65.0,53.0,36.0,20.85680618,75.16710357,7.29462899,296.62195838,Maharashtra,snakeguard
90.0,57.0,24.0,22.64534419,78.89585567,7.39313237,110.84667511,Uttar Pradesh,jute
79.0,49.0,32.0,18.69008774,63.26058081,7.67376326,124.28346106,Punjab,varagu
85.0,56.0,21.0,21.64581763,77.36594875,6.64790973,64.10234828,Punjab,paddy
88.0,59.0,32.0,21.45634058,66.18541748,5.17382494,207.34061667,Mizoram,rice
96.0,44.0,44.0,21.42024078,70.33277656,7.30638032,169.34114725,Maharashtra,kidneybeans
67.0,42.0,35.0,25.19930435,62.29368808,6.60182784,219.23200322,Uttarakhand,cashewnuts
87.0,54.0,43.0,18.64773622,79.62333083,7.00542978,153.02818783,Karnataka,groundnutseed
84.0,35.0,27.0,21.67778251,73.77039255,7.35309409,186.72961412,Telangana,groundnut
77.0,56.0,44.0,25.93118195,61.87128857,6.91062005,224.55354132,Punjab,horsegram
63.0,50.0,26.0,26.34198477,59.35931659,7.3937612,109.10741891,Goa,pumpkin
99.0,46.0,26.0,25.78288987,58.44182246,5.9246996,88.7065099,Andhra Pradesh,coconut
70.0,56.0,45.0,26.56491663,71.86830243,7.18077242,86.93889169,Haryana,blackpepper
61.0,55.0,23.0,26.06487942,71.9958141,7.70003477,210.27375733,Rajasthan,spinach
98.0,51.0,27.0,20.5824214,67.7395541,5.08700344,157.81656642,Maharashtra,turdal
80.0,57.0,17.0,25.76425788,58.68521908,7.19650785,177.73491142,Tamil Nadu,plum
76.0,46.0,30.0,24.71640437,84.97197929,7.8162023,85.97095002,Haryana,spinach
99.0,49.0,36.0,21.65690009,70.8275005,7.35331494,225.90112955,Meghalaya,sugar
82.0,59.0,39.0,22.72858166,76.795622,5.44223106,160.5250167,Jharkhand,methileaves
88.0,39.0,19.0,18.7646215,75.05427623,7.42940644,114.26246552,Madhya Pradesh,taramira
81.0,56.0,29.0,21.38725842,80.82511844,5.69557,220.19518068,Assam,blackpepper
83.0,41.0,25.0,26.5895858,80.36733103,7.60174237,70.95273821,Mizoram,copra
89.0,47.0,23.0,21.67176748,76.37918208,7.02313202,106.1619396,West Bengal,tamarindfruit
67.0,51.0,26.0,20.99712393,56.62257955,5.18458907,274.75815367,Sikkim,rajgir
86.0,37.0,20.0,24.97561402,64.54540767,5.89581155,225.81289622,Mizoram,elephantyam
79.0,57.0,35.0,23.64341088,60.5593063,6.88406573,113.13555374,Bihar,coconut
92.0,43.0,38.0,26.10039178,67.84157476,5.45762903,258.29858085,Manipur,tendercoconut
96.0,58.0,45.0,18.23664272,77.99905178,6.52405738,284.39053889,Rajasthan,ghee
70.0,41.0,19.0,26.75884802,61.99841839,7.38911156,100.85529925,Haryana,paddy
92.0,46.0,17.0,18.64660096,79.0301226,5.30780174,191.89112865,Punjab,banana
97.0,37.0,37.0,19.0398416,55.09509196,5.18851283,177.72407693,Sikkim,chanadal
90.0,55.0,17.0,26.7754508,75.02882246,6.13646625,211.03976634,Uttarakhand,guar
90.0,50.0,38.0,21.45023407,79.94745264,7.76221717,203.79844972,Odisha,soyabean
79.0,55.0,30.0,25.03215683,79.95717123,6.95339958,255.50841993,Himachal Pradesh,chickpea
81.0,47.0,39.0,24.48419651,58.89256682,7.31949664,130.83619456,Arunachal Pradesh,gingellyoil
73.0,49.0,21.0,24.2115762,66.73698452,7.93202621,95.33578274,Haryana,tomato
91.0,46.0,34.0,23.37569402,72.80137815,7.42300474,260.06735477,Chhattisgarh,brokenrice
98.0,55.0,26.0,23.25402966,58.23789285,6.82773374,191.33020966,Andhra Pradesh,greenchilli
73.0,36.0,28.0,21.55639911,74.29023377,6.71083572,71.35039604,Tamil Nadu,coffee
72.0,52.0,43.0,21.08803022,61.81134377,6.63910024,144.87849434,Maharashtra,capsicum
97.0,43.0,22.0,22.79113891,55.12920743,5.91362547,121.17119493,Chhattisgarh,jowar
90.0,47.0,41.0,19.65004775,80.52911768,6.56706395,66.63170741,Haryana,peas
62.0,41.0,39.0,23.27827547,74.94390877,7.59023126,97.74469759,Uttar Pradesh,varagu
100.0,44.0,30.0,24.66970547,82.25834459,5.4236612,270.90368325,Mizoram,zizyphus
92.0,45.0,35.0,23.37636196,74.4632263,6.69670921,188.51936426,Rajasthan,pomegranate
90.0,39.0,29.0,26.49741119,70.85554842,6.26403068,99.96862963,Himachal Pradesh,pumpkin
93.0,60.0,41.0,24.75193902,75.79532714,6.13897175,97.15416049,West Bengal,turnip
66.0,44.0,31.0,19.33779735,62.19108573,7.76380017,154.93188271,Chhattisgarh,peas
95.0,40.0,38.0,25.6128684,76.79895376,6.65192638,176.58526218,Maharashtra,sugar
88.0,56.0,21.0,18.6549858,55.90483908,5.87102457,239.80822837,West Bengal,barley
70.0,57.0,16.0,20.33464319,72.89498853,7.72931568,258.00668309,Odisha,mango
93.0,40.0,36.0,23.64901011,74.46647619,6.3935034,291.5629385,Telangana,longmelon
67.0,58.0,21.0,24.59596234,61.95812075,7.82856056,86.74921937,Bihar,pumpkin
69.0,41.0,33.0,24.70734023,77.63514178,7.70647341,167.99339034,Nagaland,banana
84.0,41.0,17.0,21.94533412,56.51613656,5.07717521,283.82613687,Uttarakhand,blackgram
64.0,55.0,15.0,25.15516738,58.47721896,5.13739342,285.73289921,Tripura,pumpkin
99.0,60.0,15.0,21.41409536,57.76277846,6.50176404,233.08644129,Maharashtra,seemebadnekai
67.0,54.0,16.0,21.04911043,81.50483592,7.34269096,271.38039464,Manipur,pomegranate
94.0,45.0,29.0,20.50281576,79.50467988,5.8544364,116.47045074,Punjab,brinjal
61.0,40.0,41.0,19.5463903,57.85554205,6.4538637,140.01816324,Punjab,groundnutseed
99.0,40.0,37.0,25.50365013,73.04754703,5.68259679,65.29588672,Assam,cumbu
70.0,49.0,24.0,26.05334842,78.16813249,7.27345285,244.39820025,Sikkim,turnip
98.0,36.0,42.0,22.47152704,60.84980914,7.50075408,184.41267676,Assam,chillycapsicum
93.0,53.0,36.0,19.6144214,75.85587907,5.70336298,69.44840975,Punjab,kinnow
71.0,59.0,25.0,25.40043031,66.17557434,5.43727693,284.59842707,Telangana,suratbeans
85.0,57.0,18.0,25.62870327,72.17244106,5.27487018,299.68683796,Assam,bengalgram
61.0,53.0,17.0,24.35254048,71.29517805,5.83860042,213.24879116,Tripura,plum
70.0,54.0,22.0,23.2685985,75.29368663,7.06604951,78.63306947,Manipur,jute
93.0,57.0,37.0,19.0683132,81.84599984,6.5579371,102.64903562,Goa,paddy
83.0,36.0,40.0,22.48328349,60.8195258,6.42763457,211.38966579,Kerala,sweetpotato
100.0,42.0,34.0,23.69881166,79.04548326,5.90172365,160.13321473,Tripura,littlegourd
81.0,59.0,39.0,24.62157245,56.91429858,5.04684441,87.76515486,Bihar,mushrooms
81.0,35.0,43.0,18.30798369,76.6305843,6.10502476,238.13620835,Uttar Pradesh,peas
68.0,35.0,17.0,21.8923941,73.6047599,7.82294527,108.944106,Telangana,moongdal
79.0,35.0,19.0,22.23240978,77.48642407,5.69558122,269.01545199,Arunachal Pradesh,capsicum
72.0,51.0,19.0,18.02096171,80.72113135,7.63167895,148.61271244,West Bengal,tobacco
78.0,58.0,29.0,18.17027022,61.73913115,6.47535934,230.46761904,Uttar Pradesh,mushrooms
67.0,37.0,34.0,25.94047325,81.59748483,7.90880241,118.74129343,Himachal Pradesh,sugar
89.0,41.0,37.0,20.8736674,61.3332664,6.41626908,84.31566635,Haryana,karamani
91.0,49.0,23.0,21.42402532,72.89630751,6.59896307,264.70808934,Manipur,mint
98.0,38.0,42.0,18.08433809,61.38475468,5.48505318,67.45712503,Gujarat,methileaves
98.0,54.0,24.0,18.42667858,82.76060152,5.1909637,170.5870523,Kerala,seam
66.0,51.0,16.0,23.79123471,78.3554394,5.68389722,270.02902972,Chhattisgarh,elephantyam
